customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,tenure_band,charge_band,num_services,lifetime_value,churn_label
5590-YRFJT,Female,0,1,0,20,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,24.45,482.8,1,13–24 mo,Low,0,489.0,Churned
5574-NXZIU,Male,0,0,0,63,1,0,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),109.2,7049.75,0,61–72 mo,Premium,6,6879.6,Retained
0019-GFNTW,Female,0,0,0,56,0,0,DSL,1,1,1,1,0,0,Two year,0,Bank transfer (automatic),45.05,2560.1,0,49–60 mo,Medium,4,2522.7999999999997,Retained
4256-ZWTZI,Female,0,0,1,5,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Mailed check,51.0,286.8,0,0–12 mo,Medium,1,255.0,Retained
8309-PPCED,Female,0,1,0,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),110.45,7982.5,0,61–72 mo,Premium,5,7952.400000000001,Retained
4098-NAUKP,Male,1,1,1,68,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,84.65,5683.6,0,61–72 mo,High,2,5756.200000000001,Retained
5196-WPYOW,Male,0,1,1,67,1,0,DSL,1,1,0,1,0,0,One year,0,Mailed check,60.05,3994.05,0,61–72 mo,Medium,3,4023.35,Retained
4608-LCIMN,Male,0,1,1,8,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),44.65,369.15,0,0–12 mo,Medium,0,357.2,Retained
1485-YDHMM,Male,0,1,1,52,1,1,Fiber optic,0,1,0,1,0,1,Month-to-month,1,Bank transfer (automatic),93.25,4631.7,0,49–60 mo,High,3,4849.0,Retained
4054-CUMIA,Female,0,1,1,18,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.25,401.95,0,13–24 mo,Low,0,364.5,Retained
0603-TPMIB,Female,0,1,1,59,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.45,1534.05,0,49–60 mo,Low,0,1501.55,Retained
2525-GVKQU,Female,0,0,0,60,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.6,1093.0,0,49–60 mo,Low,0,1236.0,Retained
8161-QYMTT,Male,0,0,0,7,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.1,701.3,0,0–12 mo,High,2,658.6999999999999,Retained
9581-GVBXT,Male,0,1,1,59,0,0,DSL,1,0,1,0,0,0,One year,0,Mailed check,34.8,1980.3,0,49–60 mo,Low,2,2053.2,Retained
5862-BRIXZ,Male,0,0,0,46,0,0,DSL,1,0,1,1,1,1,Two year,1,Bank transfer (automatic),60.75,2893.4,0,37–48 mo,Medium,5,2794.5,Retained
5404-GGUKR,Male,0,0,0,5,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Electronic check,51.35,262.3,0,0–12 mo,Medium,1,256.75,Retained
3308-JSGML,Male,1,1,0,59,0,0,DSL,1,0,1,1,1,1,Two year,1,Credit card (automatic),64.05,3886.85,0,49–60 mo,Medium,5,3778.95,Retained
2126-GSEGL,Female,0,1,0,70,1,1,DSL,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),84.8,5917.55,0,61–72 mo,High,5,5936.0,Retained
3677-TNKIO,Female,0,0,0,14,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),71.0,914.0,1,13–24 mo,High,0,994.0,Churned
0440-QEXBZ,Female,0,0,0,44,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,50.15,2139.1,0,37–48 mo,Medium,0,2206.6,Retained
2434-EEVDB,Female,0,1,0,64,1,1,Fiber optic,1,0,1,0,1,0,Two year,1,Credit card (automatic),94.6,5948.7,0,61–72 mo,High,3,6054.4,Retained
6762-QVYJO,Female,0,1,1,58,0,0,DSL,1,0,1,1,1,1,Two year,0,Mailed check,59.75,3624.35,0,49–60 mo,Medium,5,3465.5,Retained
6199-IWKGC,Female,1,1,0,46,1,1,Fiber optic,0,0,0,1,1,1,One year,0,Electronic check,100.25,4753.85,0,37–48 mo,Premium,3,4611.5,Retained
2675-DHUTR,Male,1,1,0,58,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,98.9,5780.7,0,49–60 mo,Premium,3,5736.200000000001,Retained
8152-VETUR,Female,0,1,0,72,1,1,Fiber optic,0,1,0,0,1,1,Two year,1,Credit card (automatic),97.7,6869.7,0,61–72 mo,Premium,3,7034.400000000001,Retained
9667-EQRXU,Female,1,0,0,30,0,0,DSL,0,0,1,0,1,0,Month-to-month,1,Electronic check,40.3,1172.95,1,25–36 mo,Medium,2,1209.0,Churned
7446-YPODE,Male,1,0,0,11,1,1,DSL,1,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),60.25,662.95,0,0–12 mo,Medium,2,662.75,Retained
9522-BNTHX,Female,1,0,0,34,0,0,DSL,0,1,1,0,1,1,Month-to-month,1,Electronic check,56.25,1765.95,0,25–36 mo,Medium,4,1912.5,Retained
4676-WLUHT,Male,0,0,0,54,0,0,DSL,1,1,0,0,0,1,Two year,0,Bank transfer (automatic),46.2,2431.95,0,49–60 mo,Medium,3,2494.8,Retained
3329-WDIOK,Female,0,0,0,3,0,0,DSL,0,1,0,0,1,1,Month-to-month,1,Electronic check,50.6,155.35,1,0–12 mo,Medium,3,151.8,Churned
7980-MHFLQ,Female,0,1,1,72,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,24.9,1859.2,0,61–72 mo,Low,0,1792.8,Retained
2873-ZLIWT,Female,0,1,1,40,1,1,Fiber optic,0,0,1,1,0,0,Month-to-month,1,Electronic check,84.85,3303.05,1,37–48 mo,High,2,3394.0,Churned
3415-TAILE,Female,0,1,1,2,1,0,DSL,0,0,0,0,1,1,Month-to-month,0,Mailed check,65.7,134.35,1,0–12 mo,High,2,131.4,Churned
0757-WCUUZ,Male,0,1,1,54,1,1,DSL,0,0,1,0,0,1,Two year,0,Credit card (automatic),63.35,3409.1,0,49–60 mo,Medium,2,3420.9,Retained
1629-DQQVB,Female,0,0,0,14,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),50.1,709.5,0,13–24 mo,Medium,1,701.4,Retained
1915-IOFGU,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.5,70.5,1,0–12 mo,High,0,70.5,Churned
3045-XETSH,Female,0,0,0,10,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,94.85,953.45,1,0–12 mo,High,3,948.5,Churned
0374-AACSZ,Female,0,0,0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,50.15,50.15,0,0–12 mo,Medium,1,50.15,Retained
7239-HZZCX,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.75,19.75,1,0–12 mo,Low,0,19.75,Churned
4872-VXRIL,Male,0,0,0,56,1,1,DSL,1,1,0,1,0,0,One year,1,Bank transfer (automatic),64.65,3665.55,0,49–60 mo,Medium,3,3620.4000000000005,Retained
9140-CZQZZ,Female,0,1,0,68,1,0,DSL,1,1,0,1,1,1,Two year,1,Bank transfer (automatic),79.6,5515.8,0,61–72 mo,High,5,5412.799999999999,Retained
3423-HHXAO,Female,0,1,1,14,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,19.5,272.0,0,13–24 mo,Low,0,273.0,Retained
9938-TKDGL,Male,0,1,1,68,1,0,Fiber optic,1,0,0,1,1,1,Two year,1,Electronic check,99.55,6668.0,0,61–72 mo,Premium,4,6769.4,Retained
0531-ZZJWQ,Male,1,1,0,55,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.0,4052.4,0,49–60 mo,High,0,4070.0,Retained
6537-QLGEX,Female,0,0,0,16,0,0,DSL,1,0,0,0,1,0,Month-to-month,1,Electronic check,38.9,664.4,0,13–24 mo,Medium,2,622.4,Retained
2688-BHGOG,Male,1,0,0,9,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.55,718.55,0,0–12 mo,High,1,715.9499999999999,Retained
7683-CBDKJ,Male,0,1,1,14,1,0,DSL,1,1,0,0,1,0,Month-to-month,1,Electronic check,65.45,937.6,1,13–24 mo,High,3,916.3000000000001,Churned
0946-CLJTI,Male,1,1,0,58,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,98.7,5812.6,1,49–60 mo,Premium,3,5724.6,Churned
3160-TYXLT,Male,0,0,0,53,0,0,DSL,1,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),46.3,2546.85,0,49–60 mo,Medium,3,2453.8999999999996,Retained
1325-USMEC,Male,0,1,0,70,1,1,Fiber optic,1,1,1,0,1,0,Two year,1,Credit card (automatic),99.35,6944.5,0,61–72 mo,Premium,4,6954.5,Retained
0916-QOFDP,Female,1,1,1,14,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.8,1346.3,0,13–24 mo,Premium,2,1341.2,Retained
0628-CNQRM,Male,0,1,1,22,1,0,DSL,1,0,1,1,1,0,One year,1,Bank transfer (automatic),67.5,1544.05,1,13–24 mo,High,4,1485.0,Churned
5606-AMZBO,Female,0,1,0,10,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),78.15,765.15,0,0–12 mo,High,1,781.5,Retained
6199-IPCAO,Female,0,1,1,29,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,26.1,692.55,0,25–36 mo,Low,0,756.9000000000001,Retained
7665-TOALD,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.6,69.6,1,0–12 mo,High,0,69.6,Churned
0112-QWPNC,Male,0,1,0,49,1,1,DSL,1,0,1,1,1,1,One year,0,Electronic check,84.35,4059.35,1,49–60 mo,High,5,4133.15,Churned
0324-BRPCJ,Female,1,1,0,68,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,100.2,6851.65,1,61–72 mo,Premium,3,6813.6,Churned
2777-PHDEI,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Electronic check,78.05,78.05,1,0–12 mo,High,1,78.05,Churned
5640-CAXOA,Female,0,0,0,30,0,0,DSL,0,0,0,1,0,1,One year,1,Credit card (automatic),40.35,1187.05,0,25–36 mo,Medium,2,1210.5,Retained
2235-EZAIK,Female,0,1,0,72,1,1,DSL,1,1,1,1,1,0,Two year,0,Credit card (automatic),79.2,5401.9,0,61–72 mo,High,5,5702.400000000001,Retained
3847-BAERP,Female,0,0,0,10,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.9,247.0,0,0–12 mo,Low,0,209.0,Retained
1196-AMORA,Male,0,0,0,7,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,73.6,520.0,1,0–12 mo,High,0,515.1999999999999,Churned
4282-YMKNA,Female,0,0,0,9,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.75,706.6,1,0–12 mo,High,0,672.75,Churned
1453-RZFON,Female,0,0,1,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,49.9,49.9,0,0–12 mo,Medium,1,49.9,Retained
8263-OKETD,Female,0,0,0,20,1,1,DSL,0,1,0,1,0,1,Month-to-month,1,Credit card (automatic),68.9,1370.35,0,13–24 mo,High,3,1378.0,Retained
0670-KDOMA,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.25,20.25,0,0–12 mo,Low,0,20.25,Retained
2476-YGEFM,Female,0,0,0,29,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),76.0,2215.25,0,25–36 mo,High,0,2204.0,Retained
8687-BAFGU,Male,0,0,0,1,1,0,Fiber optic,0,0,0,1,0,0,Month-to-month,0,Electronic check,74.0,74.0,0,0–12 mo,High,1,74.0,Retained
0641-EVBOJ,Male,0,0,0,3,1,0,Fiber optic,1,0,0,1,0,0,Month-to-month,1,Mailed check,82.3,214.4,0,0–12 mo,High,2,246.89999999999998,Retained
0829-XXPLX,Female,0,0,0,20,1,0,Fiber optic,1,0,1,0,1,0,Month-to-month,1,Bank transfer (automatic),89.4,1871.15,0,13–24 mo,High,3,1788.0,Retained
9974-JFBHQ,Male,0,0,1,64,1,0,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Credit card (automatic),99.15,6171.2,0,61–72 mo,Premium,4,6345.6,Retained
5356-RHIPP,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.2,20.2,1,0–12 mo,Low,0,20.2,Churned
6624-JDRDS,Female,0,0,0,6,0,0,DSL,1,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),29.45,161.45,0,0–12 mo,Low,1,176.7,Retained
0608-JDVEC,Male,0,1,0,50,1,0,No,0,0,0,0,0,0,Two year,0,Electronic check,19.8,1013.2,0,49–60 mo,Low,0,990.0,Retained
9780-FKVVF,Male,0,0,0,6,1,0,DSL,1,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),59.15,336.7,0,0–12 mo,Medium,2,354.9,Retained
1919-RTPQD,Male,0,1,1,7,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,44.75,333.65,0,0–12 mo,Medium,0,313.25,Retained
5214-NLTIT,Male,0,1,1,72,1,1,Fiber optic,0,0,1,0,0,1,Two year,1,Credit card (automatic),90.8,6511.8,0,61–72 mo,High,2,6537.599999999999,Retained
3345-PBBFH,Male,0,1,0,8,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),49.55,393.45,0,0–12 mo,Medium,1,396.4,Retained
5055-BRMNE,Female,0,1,1,67,1,1,Fiber optic,1,0,0,1,1,1,Two year,0,Credit card (automatic),106.7,7009.5,0,61–72 mo,Premium,4,7148.900000000001,Retained
9189-JWSHV,Female,1,1,0,24,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,93.55,2264.05,1,13–24 mo,High,2,2245.2,Churned
2190-PHBHR,Female,0,1,0,72,1,1,Fiber optic,1,1,0,0,0,1,Two year,1,Credit card (automatic),94.45,6921.7,0,61–72 mo,High,3,6800.400000000001,Retained
2650-GYRYL,Male,0,1,1,33,1,0,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),19.45,600.25,0,25–36 mo,Low,0,641.85,Retained
0746-JTRFU,Male,0,0,0,2,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,25.05,56.35,1,0–12 mo,Low,0,50.1,Churned
5208-FVQKB,Male,0,1,0,70,1,0,DSL,1,1,0,1,0,1,Two year,0,Mailed check,67.95,4664.15,0,61–72 mo,High,4,4756.5,Retained
7184-LRUUR,Female,0,0,0,22,1,0,DSL,0,1,1,0,1,0,One year,0,Bank transfer (automatic),65.25,1441.8,0,13–24 mo,High,3,1435.5,Retained
6627-CFOSN,Female,0,0,0,59,1,1,Fiber optic,1,1,1,0,0,1,Month-to-month,1,Bank transfer (automatic),99.45,5623.7,0,49–60 mo,Premium,4,5867.55,Retained
3982-JGSFD,Male,0,0,0,36,1,0,No,0,0,0,0,0,0,One year,1,Credit card (automatic),20.35,695.85,0,25–36 mo,Low,0,732.6,Retained
1574-DYCWE,Female,0,1,1,51,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.95,1028.75,0,49–60 mo,Low,0,1017.4499999999999,Retained
7247-XOZPB,Male,0,1,0,53,1,1,DSL,1,0,1,1,1,0,One year,0,Bank transfer (automatic),77.4,4155.95,0,49–60 mo,High,4,4102.200000000001,Retained
2466-FCCPT,Female,0,1,1,20,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),19.7,395.6,0,13–24 mo,Low,0,394.0,Retained
6211-WWLTF,Male,0,1,0,63,1,0,Fiber optic,1,0,1,0,1,1,Two year,0,Credit card (automatic),99.7,6330.4,0,61–72 mo,Premium,4,6281.1,Retained
4826-TZEVA,Female,0,0,0,40,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),74.8,2971.7,0,37–48 mo,High,1,2992.0,Retained
6016-NXBNJ,Male,0,0,0,35,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,19.15,638.0,0,25–36 mo,Low,0,670.25,Retained
9138-EFSMO,Male,0,1,1,26,1,0,Fiber optic,0,0,0,0,0,1,One year,0,Bank transfer (automatic),78.95,2034.25,0,25–36 mo,High,1,2052.7000000000003,Retained
0576-WNXXC,Male,1,1,0,27,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,95.55,2510.2,1,25–36 mo,Premium,3,2579.85,Churned
4632-XJMEX,Male,0,0,1,53,1,0,DSL,1,1,0,1,0,0,One year,0,Credit card (automatic),62.85,3419.5,0,49–60 mo,Medium,3,3331.05,Retained
8910-LEDAG,Male,1,1,0,34,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),71.55,2427.35,0,25–36 mo,High,0,2432.7,Retained
3452-GWUIN,Female,1,1,0,19,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.95,1760.25,0,13–24 mo,High,2,1804.05,Retained
2716-GFZOR,Male,0,1,0,43,1,0,Fiber optic,1,1,1,0,0,0,Month-to-month,1,Credit card (automatic),86.1,3551.65,0,37–48 mo,High,3,3702.2999999999997,Retained
3724-UCSHY,Male,0,1,1,6,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.55,122.9,0,0–12 mo,Low,0,117.30000000000001,Retained
8626-XHBIE,Male,0,0,1,56,1,1,No,0,0,0,0,0,0,Two year,1,Mailed check,24.8,1424.2,0,49–60 mo,Low,0,1388.8,Retained
4628-CTTLA,Male,0,0,0,57,0,0,DSL,0,1,0,0,1,0,Month-to-month,1,Electronic check,39.3,2111.45,1,49–60 mo,Medium,2,2240.1,Churned
3192-LNKRK,Male,0,1,1,34,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Mailed check,84.05,2909.95,0,25–36 mo,High,2,2857.7,Retained
4439-YRNVD,Female,0,0,0,10,0,0,DSL,0,1,0,1,0,0,Month-to-month,0,Electronic check,36.25,374.0,0,0–12 mo,Medium,2,362.5,Retained
2876-VBBBL,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.25,20.25,1,0–12 mo,Low,0,20.25,Churned
6834-NXDCA,Female,0,0,0,13,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,23.9,300.8,1,13–24 mo,Low,0,310.7,Churned
2208-UGTGR,Male,0,0,0,56,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,0,Electronic check,98.6,5581.05,0,49–60 mo,Premium,3,5521.599999999999,Retained
3005-TYFRD,Female,0,1,0,55,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Credit card (automatic),103.65,5676.65,0,49–60 mo,Premium,4,5700.75,Retained
8670-MEFCP,Female,0,1,1,36,1,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),92.9,3379.25,0,25–36 mo,High,6,3344.4,Retained
3079-BCHLN,Male,0,1,0,47,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),19.9,942.95,0,37–48 mo,Low,0,935.3,Retained
7777-UNYHB,Female,0,1,1,12,1,0,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),20.1,232.4,0,0–12 mo,Low,0,241.20000000000002,Retained
5597-GLBUC,Female,0,0,0,1,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,85.45,85.45,1,0–12 mo,High,2,85.45,Churned
7278-CKDNC,Male,1,0,0,24,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,80.5,2088.45,0,13–24 mo,High,1,1932.0,Retained
2748-MYRVK,Female,0,0,0,63,1,1,Fiber optic,0,1,0,0,1,1,One year,0,Bank transfer (automatic),99.9,6137.0,1,61–72 mo,Premium,3,6293.700000000001,Churned
8450-UYIBU,Female,1,0,0,35,0,0,DSL,0,0,1,0,1,0,Month-to-month,1,Electronic check,39.85,1434.6,0,25–36 mo,Medium,2,1394.75,Retained
2969-VAPYH,Female,0,0,0,67,1,0,DSL,1,1,0,1,0,0,One year,0,Credit card (automatic),60.5,3870.0,0,61–72 mo,Medium,3,4053.5,Retained
4822-YCXMX,Male,0,0,0,25,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.8,2043.45,1,25–36 mo,High,1,2120.0,Churned
7181-OQCUT,Male,0,0,0,21,1,1,Fiber optic,1,0,1,0,1,1,Month-to-month,0,Mailed check,103.85,2215.0,0,13–24 mo,Premium,4,2180.85,Retained
8474-UMLNT,Female,0,0,0,13,1,0,DSL,1,1,0,1,0,1,Month-to-month,0,Bank transfer (automatic),67.8,842.25,0,13–24 mo,High,4,881.4,Retained
9821-POOTN,Male,0,1,0,35,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.2,2576.2,1,25–36 mo,High,0,2632.0,Churned
3836-FZSDJ,Male,1,1,0,71,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.85,1901.0,0,61–72 mo,Low,0,1764.3500000000001,Retained
9142-XMYJH,Female,0,0,0,29,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),19.35,601.6,0,25–36 mo,Low,0,561.1500000000001,Retained
6559-ILWKJ,Male,0,1,0,71,0,0,DSL,0,1,0,0,1,1,Two year,0,Electronic check,49.35,3515.25,1,61–72 mo,Medium,3,3503.85,Churned
0187-QSXOE,Male,1,1,0,7,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.0,605.45,0,0–12 mo,High,2,623.0,Retained
7733-UDMTP,Female,1,0,0,57,0,0,DSL,0,1,1,0,1,1,Month-to-month,1,Electronic check,55.0,3094.05,0,49–60 mo,Medium,4,3135.0,Retained
2649-HWLYB,Male,0,1,0,65,1,1,DSL,1,0,1,1,0,1,Two year,0,Bank transfer (automatic),76.15,4929.55,0,61–72 mo,High,4,4949.75,Retained
5214-CHIWJ,Male,0,0,0,27,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.3,595.05,0,25–36 mo,Low,0,548.1,Retained
4229-CZMLL,Male,0,0,0,6,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.9,469.8,1,0–12 mo,High,0,449.40000000000003,Churned
6904-JLBGY,Female,1,0,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),117.35,8436.25,0,61–72 mo,Premium,6,8449.199999999999,Retained
2465-BLLEU,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.75,19.75,0,0–12 mo,Low,0,19.75,Retained
1685-VAYJF,Male,0,0,0,11,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),45.2,492.0,0,0–12 mo,Medium,0,497.20000000000005,Retained
8874-EJNSR,Male,0,1,1,39,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.2,987.95,0,37–48 mo,Low,0,982.8,Retained
6917-YACBP,Female,1,0,0,59,1,1,Fiber optic,1,1,1,0,0,0,Month-to-month,1,Electronic check,89.75,5496.9,0,49–60 mo,High,3,5295.25,Retained
5049-MUBWG,Male,0,0,0,26,1,0,DSL,1,0,0,1,1,1,One year,0,Bank transfer (automatic),75.0,1908.35,0,25–36 mo,High,4,1950.0,Retained
4223-WOZCM,Male,1,0,0,2,1,0,DSL,0,0,1,0,0,0,Month-to-month,0,Mailed check,49.95,107.1,0,0–12 mo,Medium,1,99.9,Retained
0769-MURVM,Female,0,1,1,72,0,0,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),65.7,4575.35,0,61–72 mo,High,6,4730.400000000001,Retained
9253-VIFJQ,Male,0,1,0,65,1,1,DSL,1,1,1,0,0,0,One year,0,Credit card (automatic),67.05,4309.55,0,61–72 mo,High,3,4358.25,Retained
7030-FZTFM,Male,0,1,1,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,0,Credit card (automatic),110.9,7922.75,0,61–72 mo,Premium,5,7984.8,Retained
9741-YLNTD,Male,0,0,0,6,1,1,Fiber optic,0,0,0,1,0,1,Month-to-month,1,Bank transfer (automatic),87.95,522.35,0,0–12 mo,High,2,527.7,Retained
5917-RYRMG,Male,1,0,0,32,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.8,587.7,0,25–36 mo,Low,0,633.6,Retained
5120-ZBLAI,Female,0,1,0,50,1,1,DSL,0,0,1,0,1,1,One year,0,Bank transfer (automatic),75.7,3876.2,0,49–60 mo,High,3,3785.0,Retained
1194-BHJYC,Male,0,1,0,61,0,0,DSL,1,0,1,1,1,1,Two year,1,Mailed check,62.15,3778.85,0,61–72 mo,Medium,5,3791.15,Retained
3663-MITLP,Female,0,0,0,15,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,101.25,1457.25,1,13–24 mo,Premium,4,1518.75,Churned
0906-QVPMS,Male,0,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),115.15,8349.45,0,61–72 mo,Premium,6,8290.800000000001,Retained
9025-ZRPVR,Male,0,0,0,9,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,18.95,185.6,1,0–12 mo,Low,0,170.54999999999998,Churned
1905-OEILC,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.5,19.5,0,0–12 mo,Low,0,19.5,Retained
7858-GTZSP,Female,0,0,0,12,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,86.55,1066.9,0,0–12 mo,High,1,1038.6,Retained
3285-UCQVC,Female,0,0,0,37,0,0,DSL,0,0,0,1,0,0,Month-to-month,0,Credit card (automatic),28.6,973.55,1,37–48 mo,Low,1,1058.2,Churned
6248-BSHKG,Male,0,1,1,61,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.4,1226.45,0,61–72 mo,Low,0,1244.3999999999999,Retained
4685-TFLLS,Male,0,1,1,18,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),19.8,342.3,0,13–24 mo,Low,0,356.40000000000003,Retained
3470-BTGQO,Male,0,0,1,21,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.65,985.05,0,13–24 mo,Medium,0,958.65,Retained
1209-VFFOC,Male,0,1,1,68,0,0,DSL,1,1,1,1,0,1,Two year,1,Mailed check,56.4,3948.45,0,61–72 mo,Medium,5,3835.2,Retained
8224-DWCKX,Male,1,0,0,12,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),73.3,828.05,0,0–12 mo,High,0,879.5999999999999,Retained
5482-PLVPE,Female,1,0,0,2,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,24.35,41.85,1,0–12 mo,Low,0,48.7,Churned
4553-DVPZG,Female,0,1,0,62,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,101.35,6164.7,0,61–72 mo,Premium,3,6283.7,Retained
4902-OHLSK,Female,1,0,0,29,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,0,Electronic check,98.65,2862.75,1,25–36 mo,Premium,3,2860.8500000000004,Churned
6917-IAYHD,Male,0,0,1,1,0,0,DSL,0,1,0,1,0,0,Month-to-month,0,Mailed check,33.6,33.6,0,0–12 mo,Low,2,33.6,Retained
